,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
4908,4783,15655,32.74527777777778,-97.09416666666668,20,True,8,203,238,389,417,"http://maps.googleapis.com/maps/api/staticmap?center=32.74527777777778,-97.09416666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4909,4783,15655,32.74527777777778,-97.09416666666668,20,True,8,22,228,158,388,"http://maps.googleapis.com/maps/api/staticmap?center=32.74527777777778,-97.09416666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4910,4783,15655,32.74527777777778,-97.09416666666668,20,True,8,448,235,578,383,"http://maps.googleapis.com/maps/api/staticmap?center=32.74527777777778,-97.09416666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4911,4784,15656,32.692499999999995,-97.11138888888887,20,True,1,245,247,372,382,"http://maps.googleapis.com/maps/api/staticmap?center=32.692499999999995,-97.11138888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4912,4785,15657,32.74861111111111,-97.1172222222222,20,True,1,141,326,265,460,"http://maps.googleapis.com/maps/api/staticmap?center=32.74861111111111,-97.1172222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4913,4786,15658,32.751075,-97.08508416666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.751075,-97.08508416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4914,4787,15659,32.69416666666666,-97.11583333333333,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.69416666666666,-97.11583333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4915,4788,15665,32.07841111111112,-95.85032777777779,20,True,4,246,242,378,391,"http://maps.googleapis.com/maps/api/staticmap?center=32.07841111111112,-95.85032777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4916,4789,15669,32.020161111111115,-95.74551666666667,20,True,7,115,349,243,491,"http://maps.googleapis.com/maps/api/staticmap?center=32.020161111111115,-95.74551666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4917,4790,15670,32.16960833333333,-95.84716944444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.16960833333333,-95.84716944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4918,4791,15673,33.22062777777778,-96.91293333333334,20,True,1,258,248,388,394,"http://maps.googleapis.com/maps/api/staticmap?center=33.22062777777778,-96.91293333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4919,4792,15677,30.41291111111111,-97.70490555555556,20,True,1,240,245,397,398,"http://maps.googleapis.com/maps/api/staticmap?center=30.41291111111111,-97.70490555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4920,4793,15680,30.29288888888889,-97.85911111111109,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.29288888888889,-97.85911111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4921,4794,15681,30.273777777777774,-97.73476111111113,20,True,1,226,253,400,398,"http://maps.googleapis.com/maps/api/staticmap?center=30.273777777777774,-97.73476111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4922,4795,15683,30.271041666666665,-97.7447275,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.271041666666665,-97.7447275&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4923,4796,15684,30.304413888888888,-97.70774722222221,20,True,1,123,183,286,347,"http://maps.googleapis.com/maps/api/staticmap?center=30.304413888888888,-97.70774722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4924,4796,15684,30.304413888888888,-97.70774722222221,20,True,1,326,299,518,467,"http://maps.googleapis.com/maps/api/staticmap?center=30.304413888888888,-97.70774722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4925,4797,15685,30.27575,-97.73438888888887,20,True,6,269,228,442,381,"http://maps.googleapis.com/maps/api/staticmap?center=30.27575,-97.73438888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4926,4797,15685,30.27575,-97.73438888888887,20,True,6,525,279,636,480,"http://maps.googleapis.com/maps/api/staticmap?center=30.27575,-97.73438888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4927,4798,15686,30.41916666666667,-97.87666666666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.41916666666667,-97.87666666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4928,4799,15687,30.306027777777782,-97.74138888888888,20,True,1,195,258,385,431,"http://maps.googleapis.com/maps/api/staticmap?center=30.306027777777782,-97.74138888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4929,4800,15688,30.147434444444446,-97.76472638888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.147434444444446,-97.76472638888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4930,4801,15689,30.365305555555558,-97.73766666666668,20,True,3,259,266,382,383,"http://maps.googleapis.com/maps/api/staticmap?center=30.365305555555558,-97.73766666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4931,4802,15690,30.42278888888889,-97.92701388888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.42278888888889,-97.92701388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4932,4803,15691,30.3129,-97.75943333333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.3129,-97.75943333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4933,4804,15692,30.337425,-97.90611944444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.337425,-97.90611944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4934,4805,15693,30.323815555555555,-97.86778638888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.323815555555555,-97.86778638888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4935,4806,15695,30.30457777777778,-97.74653333333332,20,True,2,216,230,409,401,"http://maps.googleapis.com/maps/api/staticmap?center=30.30457777777778,-97.74653333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4936,4807,15696,30.22555555555555,-97.77388888888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.22555555555555,-97.77388888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4937,4808,15697,30.321388888888887,-97.65666666666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.321388888888887,-97.65666666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4938,4809,15698,30.30083333333333,-98.00194444444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.30083333333333,-98.00194444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4939,4810,15699,30.18213055555556,-97.96098611111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.18213055555556,-97.96098611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4940,4811,15703,32.88,-97.53208333333332,20,True,6,210,271,391,441,"http://maps.googleapis.com/maps/api/staticmap?center=32.88,-97.53208333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4941,4812,15707,29.588283611111112,-98.94614138888888,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.588283611111112,-98.94614138888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4942,4813,15712,33.07805555555556,-97.14083333333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.07805555555556,-97.14083333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4943,4814,15716,28.982479166666664,-96.02884777777777,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=28.982479166666664,-96.02884777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4944,4815,15717,29.00476388888889,-95.98187222222221,20,True,0,253,236,455,423,"http://maps.googleapis.com/maps/api/staticmap?center=29.00476388888889,-95.98187222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4945,4816,15718,28.979888888888887,-95.99233055555555,20,True,1,253,243,399,387,"http://maps.googleapis.com/maps/api/staticmap?center=28.979888888888887,-95.99233055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4946,4817,15721,29.821612222222218,-94.92298111111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.821612222222218,-94.92298111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4947,4818,15723,29.822252777777774,-94.90230555555556,20,True,0,256,172,417,318,"http://maps.googleapis.com/maps/api/staticmap?center=29.822252777777774,-94.90230555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4948,4819,15724,29.803280833333336,-95.00381666666668,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.803280833333336,-95.00381666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4949,4820,15726,29.76876111111111,-94.97818888888891,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.76876111111111,-94.97818888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4950,4821,15727,29.747400000000006,-94.94701388888888,20,True,1,255,247,404,394,"http://maps.googleapis.com/maps/api/staticmap?center=29.747400000000006,-94.94701388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4951,4822,15730,30.07008333333333,-94.11879444444445,20,True,1,247,253,378,368,"http://maps.googleapis.com/maps/api/staticmap?center=30.07008333333333,-94.11879444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4952,4823,15732,30.146878611111113,-94.1779602777778,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.146878611111113,-94.1779602777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4953,4824,15733,30.10132333333333,-94.13101388888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.10132333333333,-94.13101388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4954,4825,15736,32.83400277777778,-97.12261666666666,20,True,6,256,252,385,377,"http://maps.googleapis.com/maps/api/staticmap?center=32.83400277777778,-97.12261666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4955,4826,15737,32.839016944444445,-97.14751138888892,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.839016944444445,-97.14751138888892&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4956,4827,15740,28.40669875,-97.73086458333331,20,True,1,236,251,363,388,"http://maps.googleapis.com/maps/api/staticmap?center=28.40669875,-97.73086458333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4957,4828,15742,29.724951666666666,-95.46105194444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.724951666666666,-95.46105194444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4958,4829,15762,32.231997222222226,-101.47153055555556,20,True,1,238,252,375,391,"http://maps.googleapis.com/maps/api/staticmap?center=32.231997222222226,-101.47153055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4959,4830,15826,33.188291666666665,-102.2682,20,True,1,271,264,373,374,"http://maps.googleapis.com/maps/api/staticmap?center=33.188291666666665,-102.2682&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4960,4831,15830,25.977836111111113,-97.51598888888887,20,True,1,252,239,408,403,"http://maps.googleapis.com/maps/api/staticmap?center=25.977836111111113,-97.51598888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4961,4832,15838,30.65693611111111,-96.34686111111112,20,True,1,242,237,401,391,"http://maps.googleapis.com/maps/api/staticmap?center=30.65693611111111,-96.34686111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4962,4833,15847,29.74666388888889,-98.36333611111112,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.74666388888889,-98.36333611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4963,4834,15849,32.494028055555546,-97.36973916666666,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.494028055555546,-97.36973916666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4964,4835,15852,32.497638888888886,-97.36879166666668,20,True,2,270,261,406,394,"http://maps.googleapis.com/maps/api/staticmap?center=32.497638888888886,-97.36879166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4965,4836,15855,30.75865,-98.24875,20,True,5,185,339,296,460,"http://maps.googleapis.com/maps/api/staticmap?center=30.75865,-98.24875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4966,4837,15861,30.52105555555556,-96.71655555555556,20,True,3,206,234,436,444,"http://maps.googleapis.com/maps/api/staticmap?center=30.52105555555556,-96.71655555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4967,4838,15873,35.92916666666667,-100.31369444444445,20,True,7,244,264,377,385,"http://maps.googleapis.com/maps/api/staticmap?center=35.92916666666667,-100.31369444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4968,4839,15890,33.02865,-96.887,20,True,1,252,245,369,374,"http://maps.googleapis.com/maps/api/staticmap?center=33.02865,-96.887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4969,4840,15891,32.995688888888886,-96.92930277777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.995688888888886,-96.92930277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4970,4841,15892,32.95583333333334,-96.91305555555556,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=32.95583333333334,-96.91305555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4971,4842,15896,32.16643611111111,-94.3461,20,True,9,279,280,363,370,"http://maps.googleapis.com/maps/api/staticmap?center=32.16643611111111,-94.3461&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4972,4843,15906,30.532625,-97.81344166666666,20,True,1,244,240,377,399,"http://maps.googleapis.com/maps/api/staticmap?center=30.532625,-97.81344166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4973,4844,15916,29.83572222222222,-95.10888888888887,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=29.83572222222222,-95.10888888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4974,4845,15924,34.439144444444445,-100.2287527777778,20,True,1,270,276,376,391,"http://maps.googleapis.com/maps/api/staticmap?center=34.439144444444445,-100.2287527777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4975,4846,15939,32.33305555555556,-97.43777777777778,20,True,6,201,314,360,477,"http://maps.googleapis.com/maps/api/staticmap?center=32.33305555555556,-97.43777777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4976,4847,15950,30.582361111111112,-96.27819444444445,20,True,6,302,330,452,483,"http://maps.googleapis.com/maps/api/staticmap?center=30.582361111111112,-96.27819444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4977,4848,15951,30.54047944444445,-96.22245944444445,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.54047944444445,-96.22245944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4978,4849,15952,30.53964611111111,-96.22607055555555,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.53964611111111,-96.22607055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4979,4850,15957,29.69523611111111,-96.54381944444445,20,True,1,233,212,442,417,"http://maps.googleapis.com/maps/api/staticmap?center=29.69523611111111,-96.54381944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4980,4851,15960,31.896277777777772,-98.60544444444444,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=31.896277777777772,-98.60544444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4981,4852,15966,33.22993333333333,-95.89590277777779,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=33.22993333333333,-95.89590277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4982,4853,15971,30.34520861111111,-95.47771861111113,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.34520861111111,-95.47771861111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4983,4854,15972,30.335209166666665,-95.45299583333332,20,False,-1,-1,-1,-1,-1,"http://maps.googleapis.com/maps/api/staticmap?center=30.335209166666665,-95.45299583333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4984,4855,15973,30.28523611111111,-95.46760833333332,20,True,1,191,199,420,415,"http://maps.googleapis.com/maps/api/staticmap?center=30.28523611111111,-95.46760833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
